user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets,dias_desde_login
11402,34,Premium,1496.9,Colombia,Romance,2024-01-22,0,887.0
17356,30,Básico,595.6,México,Romance,2023-12-21,1,919.0
15408,31,Básico,593.0,México,Documental,2018-12-21,0,2745.0
13758,34,Estándar,560.7,Uruguay,Thriller,2024-10-21,0,614.0
13655,27,Básico,749.2,Argentina,Drama,2025-09-21,1,279.0
10706,25,Básico,614.0,Chile,Comedia,2018-04-21,1,2989.0
10058,20,Básico,960.2,Perú,Thriller,,1,
10069,21,Básico,816.2,Colombia,Documental,,0,
10162,27,Estándar,1301.0,Argentina,Thriller,,2,
10737,44,Básico,870.5,Perú,Thriller,,1,
10908,34,Básico,1078.5,Colombia,Romance,,0,
11011,33,Básico,284.6,Uruguay,Documental,,4,
11580,18,Básico,448.1,Argentina,Thriller,,1,
11712,37,Básico,652.5,Chile,Comedia,,0,
12973,34,Estándar,445.7,Chile,Thriller,,1,
16291,31,Básico,0.0,Colombia,Thriller,,0,
16685,45,Premium,1132.3,Colombia,Crimen,,1,
16778,40,Básico,1041.2,Uruguay,Drama,,1,
17548,27,Básico,317.4,Colombia,Comedia,,0,
17924,23,Básico,755.2,Perú,Crimen,,0,
10076,38,Básico,1150.4,Uruguay,Crimen,,1,
10301,56,Básico,1043.8,Brasil,Comedia,,0,
10635,46,Básico,654.1,Argentina,Comedia,,0,
12299,31,Básico,368.8,Perú,Comedia,,0,
13168,35,Estándar,630.5,Colombia,Romance,,0,
14037,50,Básico,670.1,Uruguay,Acción,,4,
14046,47,Premium,1220.1,Brasil,Thriller,,1,
15121,28,Básico,346.1,Chile,Documental,,0,
15405,35,Básico,895.5,Uruguay,Crimen,,0,
15791,45,Estándar,403.2,México,Acción,,0,
15809,29,Estándar,1302.9,México,Acción,,2,
15880,48,Estándar,565.4,Colombia,Drama,,1,
16087,37,Estándar,805.7,México,Thriller,,1,
16726,39,Básico,322.3,Uruguay,Drama,,0,
16874,51,Estándar,664.4,Uruguay,Acción,,0,
17126,13,Estándar,823.6,Perú,Thriller,,1,
17311,29,Premium,1249.4,Argentina,Crimen,,0,
17962,23,Estándar,879.5,Perú,Thriller,,0,
14228,65,Básico,985.3,Chile,Acción,2025-12-06,1,203.0
13573,28,Estándar,769.3,México,Crimen,2025-11-23,0,216.0
10385,40,Estándar,948.2,Uruguay,Documental,2025-11-21,1,218.0
16302,30,Básico,1179.2,Perú,Documental,2025-11-09,0,230.0
14994,44,Básico,881.9,Brasil,Documental,2025-08-02,1,329.0
17393,37,Básico,836.4,Argentina,Documental,2025-07-29,0,333.0
13293,31,Premium,1018.5,Argentina,Crimen,2025-07-19,0,343.0
12840,54,Estándar,1156.5,Uruguay,Thriller,2025-07-15,0,347.0
17134,26,Estándar,958.0,Brasil,Documental,2025-07-15,0,347.0
11899,42,Básico,623.2,Uruguay,Drama,2025-06-04,0,388.0
11857,40,Básico,150.1,México,Crimen,2025-05-11,0,412.0
16898,27,Básico,645.7,Brasil,Crimen,2025-05-11,2,412.0
15611,29,Estándar,473.5,Brasil,Comedia,2025-05-01,1,422.0
17043,67,Básico,693.4,Argentina,Romance,2025-04-10,1,443.0
15447,33,Básico,554.5,Uruguay,Romance,2025-03-30,1,454.0
10155,44,Básico,696.9,Argentina,Thriller,2025-03-10,0,474.0
13407,32,Estándar,722.8,Chile,Drama,2025-03-08,1,476.0
10170,60,Estándar,636.9,Argentina,Drama,2025-03-02,2,482.0
17174,28,Premium,736.0,Colombia,Documental,2025-01-20,1,523.0
12205,36,Estándar,501.2,México,Acción,2025-12-31,0,178.0
14126,27,Básico,463.6,Perú,Comedia,2025-12-31,0,178.0
14671,30,Estándar,1248.9,Colombia,Acción,2025-12-31,0,178.0
10210,53,Estándar,2872.1,Uruguay,Comedia,2025-12-30,0,179.0
13165,31,Básico,469.0,Chile,Crimen,2025-12-30,2,179.0
13117,41,Básico,138.0,México,Thriller,2025-12-29,1,180.0
14604,24,Básico,431.3,Brasil,Crimen,2025-12-29,2,180.0
13800,13,Estándar,186.1,Perú,Acción,2025-12-28,2,181.0
16831,42,Premium,632.1,Uruguay,Drama,2025-12-28,0,181.0
17036,17,Estándar,600.0,Argentina,Thriller,2025-12-28,0,181.0
11504,37,Básico,306.1,Colombia,Crimen,2025-12-27,0,182.0
15505,28,Básico,817.5,México,Documental,2025-12-27,0,182.0
17072,34,Premium,1077.1,Argentina,Documental,2025-12-26,0,183.0
17628,33,Básico,1037.1,Chile,Crimen,2025-12-26,3,183.0
10855,35,Estándar,554.8,Chile,Drama,2025-12-25,0,184.0
12219,38,Premium,1259.5,Argentina,Acción,2025-12-25,0,184.0
13171,26,Básico,300.6,Colombia,Crimen,2025-12-25,2,184.0
15150,26,Estándar,824.5,México,Drama,2025-12-25,0,184.0
17496,36,Estándar,1267.7,México,Crimen,2025-12-25,2,184.0
17573,33,Básico,1127.9,Chile,Crimen,2025-12-25,1,184.0
13968,42,Estándar,1061.1,Uruguay,Drama,2025-12-24,1,185.0
15854,48,Estándar,644.9,México,Comedia,2025-12-24,2,185.0
11948,42,Premium,861.9,Perú,Crimen,2025-12-23,1,186.0
13591,26,Básico,675.9,Perú,Comedia,2025-12-23,0,186.0
14036,34,Estándar,891.3,Chile,Thriller,2025-12-22,0,187.0
14643,13,Estándar,31.9,Chile,Acción,2025-12-22,0,187.0
13385,53,Estándar,1113.3,Brasil,Documental,2025-12-21,1,188.0
15162,34,Estándar,1143.1,México,Romance,2025-12-19,0,190.0
15170,62,Básico,651.9,Brasil,Drama,2025-12-19,1,190.0
16154,22,Estándar,350.7,Argentina,Thriller,2025-12-19,1,190.0
17429,38,Básico,477.2,Colombia,Drama,2025-12-19,0,190.0
15178,23,Básico,82.0,Chile,Comedia,2025-12-18,2,191.0
11108,24,Básico,539.6,Colombia,Comedia,2025-12-17,1,192.0
11706,27,Estándar,917.3,Brasil,Comedia,2025-12-16,1,193.0
12220,34,Estándar,1590.7,Brasil,Thriller,2025-12-16,1,193.0
14533,33,Básico,832.7,Uruguay,Acción,2025-12-16,2,193.0
15238,34,Estándar,807.0,Argentina,Documental,2025-12-16,0,193.0
15268,40,Estándar,620.3,Argentina,Drama,2025-12-16,1,193.0
16819,55,Básico,356.6,Colombia,Romance,2025-12-16,0,193.0
12276,35,Estándar,398.3,Perú,Thriller,2025-12-15,1,194.0
14605,17,Básico,766.5,Uruguay,Romance,2025-12-15,0,194.0
15768,28,Estándar,757.5,Uruguay,Documental,2025-12-14,2,195.0
10519,40,Estándar,981.9,Colombia,Comedia,2025-12-13,0,196.0
11863,37,Estándar,592.4,Colombia,Comedia,2025-12-13,1,196.0
14267,20,Estándar,1265.2,Brasil,Documental,2025-12-13,0,196.0
12463,19,Básico,184.6,Chile,Comedia,2025-12-12,1,197.0
17201,13,Básico,1062.7,Colombia,Drama,2025-12-12,1,197.0
13286,28,Estándar,725.3,Colombia,Documental,2025-12-11,0,198.0
16530,26,Premium,1063.4,Argentina,Romance,2025-12-11,1,198.0
10906,38,Estándar,558.1,Perú,Comedia,2025-12-10,0,199.0
14667,23,Estándar,491.8,Brasil,Thriller,2025-12-10,1,199.0
17832,29,Estándar,1220.6,México,Documental,2025-12-10,1,199.0
10232,38,Estándar,494.8,Colombia,Documental,2025-12-09,2,200.0
13847,41,Estándar,885.2,México,Romance,2025-12-09,1,200.0
11820,24,Premium,1160.4,México,Documental,2025-12-08,1,201.0
15284,41,Estándar,373.9,Perú,Acción,2025-12-08,0,201.0
17912,44,Básico,696.3,Perú,Romance,2025-12-08,1,201.0
10803,30,Estándar,734.3,Uruguay,Romance,2025-12-07,0,202.0
17055,46,Básico,99.8,Argentina,Documental,2025-12-07,0,202.0
13019,26,Premium,781.9,México,Acción,2025-12-06,1,203.0
10987,31,Básico,114.8,México,Crimen,2025-12-05,1,204.0
15829,33,Básico,106.6,Chile,Crimen,2025-12-05,1,204.0
17180,35,Premium,1347.4,Colombia,Crimen,2025-12-05,0,204.0
10662,52,Estándar,1324.1,Chile,Acción,2025-12-03,1,206.0
17049,46,Estándar,1266.2,Colombia,Comedia,2025-12-02,0,207.0
13452,37,Estándar,1028.4,México,Thriller,2025-12-01,2,208.0
10428,14,Estándar,909.1,Brasil,Acción,2025-11-30,0,209.0
12514,39,Premium,804.6,Chile,Documental,2025-11-30,0,209.0
11125,30,Básico,820.7,Colombia,Romance,2025-11-29,0,210.0
11986,21,Estándar,685.8,Perú,Documental,2025-11-29,2,210.0
15811,41,Premium,953.6,Chile,Documental,2025-11-29,1,210.0
11173,39,Básico,1177.4,Chile,Acción,2025-11-28,1,211.0
16893,58,Premium,1062.3,Chile,Thriller,2025-11-28,0,211.0
17289,34,Básico,235.6,Colombia,Romance,2025-11-28,1,211.0
12546,13,Estándar,483.9,Chile,Acción,2025-11-27,2,212.0
17639,37,Básico,923.0,Brasil,Comedia,2025-11-27,2,212.0
13419,29,Estándar,966.6,Perú,Romance,2025-11-26,1,213.0
14028,27,Premium,1275.8,Brasil,Romance,2025-11-26,0,213.0
14549,22,Estándar,459.9,México,Thriller,2025-11-26,1,213.0
15237,24,Básico,80.6,Argentina,Documental,2025-11-26,0,213.0
17402,26,Estándar,701.5,Colombia,Acción,2025-11-26,1,213.0
10061,47,Básico,824.5,Colombia,Drama,2025-11-25,1,214.0
14212,16,Premium,997.3,Colombia,Romance,2025-11-25,2,214.0
14320,47,Estándar,1116.9,Perú,Acción,2025-11-25,3,214.0
14974,36,Estándar,846.0,Colombia,Thriller,2025-11-25,2,214.0
17378,21,Básico,36.7,Uruguay,Comedia,2025-11-25,4,214.0
16985,39,Estándar,1309.3,Brasil,Romance,2025-11-24,0,215.0
11224,50,Estándar,1008.3,México,Drama,2025-11-23,1,216.0
11688,13,Básico,534.0,Perú,Crimen,2025-11-22,1,217.0
12731,44,Básico,657.4,Brasil,Acción,2025-11-22,1,217.0
12945,33,Estándar,687.7,Argentina,Acción,2025-11-22,3,217.0
13423,43,Premium,1118.0,Chile,Comedia,2025-11-22,0,217.0
13679,21,Premium,1180.7,Brasil,Crimen,2025-11-22,0,217.0
15601,30,Estándar,829.0,Brasil,Crimen,2025-11-22,0,217.0
15893,29,Básico,703.3,Uruguay,Drama,2025-11-22,0,217.0
12701,30,Premium,941.6,México,Drama,2025-11-21,0,218.0
14171,50,Premium,981.3,Colombia,Documental,2025-11-21,0,218.0
14874,41,Básico,472.2,Chile,Thriller,2025-11-21,0,218.0
12841,34,Básico,727.6,Colombia,Acción,2025-11-20,1,219.0
17560,46,Estándar,804.0,Uruguay,Thriller,2025-11-20,0,219.0
10989,30,Básico,1027.1,Argentina,Drama,2025-11-19,1,220.0
11609,30,Premium,1066.9,Uruguay,Thriller,2025-11-18,2,221.0
11872,55,Básico,338.1,Colombia,Drama,2025-11-18,0,221.0
13086,49,Estándar,985.5,Argentina,Crimen,2025-11-18,0,221.0
15361,43,Premium,1240.5,Colombia,Comedia,2025-11-18,2,221.0
16645,13,Premium,583.1,Perú,Drama,2025-11-18,0,221.0
16563,29,Básico,330.1,Perú,Thriller,2025-11-17,2,222.0
17568,43,Premium,1672.2,Brasil,Crimen,2025-11-16,0,223.0
12718,23,Básico,920.3,Uruguay,Romance,2025-11-15,1,224.0
14244,28,Básico,531.6,Brasil,Drama,2025-11-15,1,224.0
15078,41,Básico,363.9,México,Documental,2025-11-15,0,224.0
11529,46,Estándar,920.0,Colombia,Comedia,2025-11-14,1,225.0
13804,42,Básico,502.3,México,Drama,2025-11-14,0,225.0
14840,33,Básico,670.1,Chile,Romance,2025-11-14,1,225.0
13317,30,Premium,1452.9,México,Documental,2025-11-13,0,226.0
13587,33,Premium,1277.5,Argentina,Romance,2025-11-13,1,226.0
13849,29,Básico,558.6,Argentina,Thriller,2025-11-13,0,226.0
15147,29,Estándar,937.9,Brasil,Crimen,2025-11-13,1,226.0
10024,33,Premium,776.0,Perú,Thriller,2025-11-12,0,227.0
10840,29,Premium,1324.8,México,Comedia,2025-11-12,0,227.0
15946,18,Básico,1001.5,Colombia,Comedia,2025-11-12,0,227.0
16414,25,Básico,784.4,Perú,Drama,2025-11-12,1,227.0
11382,33,Estándar,816.5,Colombia,Acción,2025-11-11,1,228.0
13975,49,Básico,480.4,Colombia,Documental,2025-11-10,1,229.0
13997,43,Premium,1312.0,Perú,Documental,2025-11-10,0,229.0
15399,14,Estándar,685.3,México,Drama,2025-11-10,1,229.0
15954,13,Básico,505.4,México,Crimen,2025-11-10,1,229.0
16054,51,Premium,636.5,Brasil,Crimen,2025-11-10,1,229.0
17723,34,Básico,398.9,Chile,Acción,2025-11-10,1,229.0
14172,43,Estándar,649.1,Brasil,Acción,2025-11-09,0,230.0
14985,41,Básico,903.9,Uruguay,Documental,2025-11-09,0,230.0
12221,33,Básico,385.0,Colombia,Thriller,2025-11-08,1,231.0
12777,37,Básico,1095.3,Argentina,Drama,2025-11-08,1,231.0
14456,32,Básico,612.9,Colombia,Documental,2025-11-08,1,231.0
15144,27,Premium,1029.4,Colombia,Documental,2025-11-07,0,232.0
17906,41,Premium,775.9,Colombia,Comedia,2025-11-07,0,232.0
11019,39,Básico,0.0,Uruguay,Crimen,2025-11-06,2,233.0
17139,29,Básico,204.4,México,Drama,2025-11-06,0,233.0
17440,40,Básico,7.3,Argentina,Crimen,2025-11-05,1,234.0
13674,22,Estándar,1271.6,México,Documental,2025-11-04,1,235.0
15818,31,Estándar,752.8,Chile,Thriller,2025-11-04,1,235.0
17407,47,Básico,153.6,México,Acción,2025-11-04,0,235.0
16784,37,Básico,792.8,Argentina,Thriller,2025-11-02,1,237.0
13829,28,Básico,333.5,Chile,Thriller,2025-11-01,1,238.0
17422,45,Básico,339.4,Perú,Drama,2025-11-01,0,238.0
11101,31,Básico,558.1,Uruguay,Romance,2025-10-31,1,239.0
11858,32,Estándar,628.4,Perú,Crimen,2025-10-31,1,239.0
15871,32,Premium,757.5,Colombia,Comedia,2025-10-31,0,239.0
16024,24,Básico,513.9,Argentina,Documental,2025-10-31,1,239.0
10033,33,Básico,427.3,Perú,Documental,2025-10-30,1,240.0
13047,37,Estándar,842.7,Uruguay,Romance,2025-10-29,1,241.0
16678,19,Estándar,843.6,Colombia,Comedia,2025-10-29,0,241.0
16707,39,Básico,437.3,Argentina,Drama,2025-10-29,0,241.0
14167,43,Estándar,840.5,México,Thriller,2025-10-28,0,242.0
15744,21,Básico,158.6,Uruguay,Drama,2025-10-28,1,242.0
16217,23,Básico,290.3,Argentina,Comedia,2025-10-28,0,242.0
10914,53,Básico,362.3,México,Drama,2025-10-27,0,243.0
11164,39,Básico,552.1,Colombia,Comedia,2025-10-27,0,243.0
10779,35,Estándar,263.0,Argentina,Documental,2025-10-26,3,244.0
13069,39,Básico,1024.8,México,Romance,2025-10-26,0,244.0
14334,35,Estándar,1072.3,Argentina,Comedia,2025-10-26,0,244.0
16439,13,Estándar,1202.6,Perú,Crimen,2025-10-26,1,244.0
14029,30,Básico,597.8,Brasil,Romance,2025-10-25,0,245.0
16331,35,Estándar,209.8,Chile,Romance,2025-10-25,0,245.0
10308,33,Básico,310.9,Uruguay,Comedia,2025-10-24,1,246.0
13379,57,Básico,916.8,Chile,Thriller,2025-10-24,1,246.0
15752,34,Básico,723.3,Uruguay,Thriller,2025-10-24,0,246.0
10601,53,Estándar,735.8,Colombia,Crimen,2025-10-23,0,247.0
11401,46,Estándar,482.2,Uruguay,Romance,2025-10-23,1,247.0
12886,21,Estándar,875.4,Chile,Drama,2025-10-23,0,247.0
14395,47,Básico,774.2,Chile,Thriller,2025-10-23,0,247.0
16797,36,Básico,1075.4,Colombia,Comedia,2025-10-23,0,247.0
11984,33,Estándar,662.3,México,Drama,2025-10-22,0,248.0
12579,45,Básico,1141.6,Uruguay,Documental,2025-10-22,2,248.0
14508,13,Estándar,982.4,Chile,Romance,2025-10-22,1,248.0
14945,22,Estándar,607.1,Chile,Acción,2025-10-22,1,248.0
15218,48,Estándar,1166.4,Uruguay,Comedia,2025-10-22,0,248.0
17025,36,Básico,410.7,Chile,Crimen,2025-10-22,0,248.0
10614,28,Básico,245.2,México,Documental,2025-10-21,2,249.0
17168,16,Premium,1400.3,Brasil,Acción,2025-10-21,0,249.0
17951,49,Premium,1035.5,Brasil,Acción,2025-10-21,0,249.0
12943,34,Estándar,738.5,Argentina,Thriller,2025-10-20,2,250.0
13693,30,Estándar,1263.2,Chile,Documental,2025-10-20,0,250.0
17843,33,Básico,591.9,Colombia,Comedia,2025-10-20,1,250.0
10676,13,Básico,66.7,México,Romance,2025-10-19,1,251.0
17608,18,Básico,395.7,Perú,Drama,2025-10-19,1,251.0
13258,33,Básico,520.0,Argentina,Crimen,2025-10-18,1,252.0
14843,37,Premium,1774.3,Brasil,Crimen,2025-10-18,0,252.0
16783,44,Premium,894.7,Chile,Thriller,2025-10-18,1,252.0
13266,33,Básico,324.8,Chile,Acción,2025-10-17,0,253.0
17683,31,Premium,918.0,Colombia,Comedia,2025-10-17,1,253.0
13611,27,Básico,691.3,Uruguay,Crimen,2025-10-16,0,254.0
17161,32,Básico,258.7,Chile,Drama,2025-10-16,0,254.0
15167,43,Básico,0.0,Perú,Romance,2025-10-14,1,256.0
15926,28,Básico,470.4,México,Comedia,2025-10-14,0,256.0
17490,18,Básico,483.9,Perú,Documental,2025-10-14,0,256.0
10660,32,Básico,978.9,Colombia,Acción,2025-10-13,0,257.0
11228,36,Estándar,714.3,Perú,Crimen,2025-10-13,1,257.0
12197,36,Premium,1074.8,Perú,Romance,2025-10-13,0,257.0
13697,80,Básico,286.6,Brasil,Drama,2025-10-13,1,257.0
16283,38,Básico,631.6,Argentina,Comedia,2025-10-13,2,257.0
17483,28,Estándar,984.9,Colombia,Acción,2025-10-13,0,257.0
11066,31,Básico,907.9,México,Crimen,2025-10-12,1,258.0
14491,32,Premium,1329.5,Perú,Acción,2025-10-12,0,258.0
16765,14,Estándar,510.7,Colombia,Comedia,2025-10-12,0,258.0
11604,72,Básico,290.7,Uruguay,Documental,2025-10-11,1,259.0
13466,51,Estándar,507.6,México,Crimen,2025-10-11,0,259.0
13480,22,Estándar,1365.2,Perú,Comedia,2025-10-11,3,259.0
13953,36,Estándar,1248.3,Chile,Crimen,2025-10-11,0,259.0
14230,35,Básico,493.7,Chile,Comedia,2025-10-11,2,259.0
15492,44,Estándar,83.9,Brasil,Comedia,2025-10-11,1,259.0
14276,13,Básico,1121.2,Argentina,Acción,2025-10-10,2,260.0
11200,24,Estándar,988.5,México,Comedia,2025-10-08,0,262.0
11908,33,Básico,286.8,Argentina,Drama,2025-10-08,0,262.0
12690,38,Estándar,1463.9,Argentina,Crimen,2025-10-08,0,262.0
15133,60,Estándar,1421.5,México,Documental,2025-10-07,1,263.0
13099,41,Básico,0.0,Argentina,Comedia,2025-10-06,1,264.0
17854,31,Estándar,879.0,Colombia,Thriller,2025-10-06,0,264.0
12107,29,Estándar,1063.5,Uruguay,Crimen,2025-10-05,1,265.0
13312,22,Básico,441.0,Brasil,Acción,2025-10-04,0,266.0
15119,52,Estándar,1417.3,Brasil,Romance,2025-10-04,0,266.0
17042,44,Estándar,1213.1,Perú,Comedia,2025-10-04,1,266.0
17138,35,Estándar,1316.7,Uruguay,Documental,2025-10-03,2,267.0
10434,36,Estándar,465.0,Colombia,Thriller,2025-10-01,0,269.0
16394,37,Básico,932.7,México,Acción,2025-09-30,0,270.0
10775,38,Estándar,793.8,Brasil,Thriller,2025-09-29,0,271.0
10852,20,Básico,910.9,Argentina,Comedia,2025-09-29,0,271.0
12507,64,Básico,557.8,Brasil,Crimen,2025-09-29,1,271.0
13356,34,Premium,1305.2,Argentina,Acción,2025-09-29,1,271.0
13752,47,Básico,454.0,Uruguay,Romance,2025-09-29,0,271.0
14496,33,Premium,1131.1,Uruguay,Thriller,2025-09-29,1,271.0
15201,30,Básico,609.1,México,Thriller,2025-09-29,1,271.0
16093,23,Estándar,1037.9,Chile,Romance,2025-09-29,0,271.0
17644,28,Premium,1277.4,Perú,Romance,2025-09-29,1,271.0
11276,30,Estándar,740.2,Brasil,Crimen,2025-09-28,1,272.0
11414,40,Estándar,786.1,Colombia,Crimen,2025-09-28,1,272.0
12548,29,Premium,929.5,Chile,Romance,2025-09-28,1,272.0
12703,13,Premium,1153.8,Chile,Thriller,2025-09-28,0,272.0
17801,40,Premium,1264.1,Brasil,Documental,2025-09-28,0,272.0
10888,22,Estándar,417.2,México,Romance,2025-09-27,1,273.0
17014,18,Básico,757.5,Uruguay,Romance,2025-09-27,0,273.0
17223,28,Estándar,959.3,Colombia,Comedia,2025-09-27,0,273.0
10208,28,Estándar,1294.3,Chile,Thriller,2025-09-26,0,274.0
12131,22,Básico,222.2,México,Comedia,2025-09-26,0,274.0
14831,40,Básico,460.5,Argentina,Acción,2025-09-26,1,274.0
14938,24,Estándar,1402.4,Perú,Crimen,2025-09-26,2,274.0
11717,36,Premium,682.8,Colombia,Crimen,2025-09-25,2,275.0
16644,29,Básico,925.4,Uruguay,Acción,2025-09-25,0,275.0
10980,40,Básico,509.0,Uruguay,Comedia,2025-09-24,1,276.0
13131,42,Premium,828.8,Argentina,Crimen,2025-09-24,0,276.0
16028,38,Básico,614.8,México,Drama,2025-09-24,0,276.0
17922,38,Básico,563.3,Brasil,Comedia,2025-09-24,0,276.0
13553,15,Premium,1336.8,Brasil,Thriller,2025-09-23,0,277.0
14573,35,Premium,599.6,México,Thriller,2025-09-22,2,278.0
17955,35,Básico,746.2,Uruguay,Thriller,2025-09-22,0,278.0
11017,38,Estándar,855.2,Argentina,Documental,2025-09-21,0,279.0
12332,22,Básico,379.2,México,Thriller,2025-09-21,0,279.0
14239,29,Básico,453.0,Chile,Romance,2025-09-21,0,279.0
16892,20,Premium,841.9,Colombia,Comedia,2025-09-21,1,279.0
17178,30,Estándar,834.9,Brasil,Documental,2025-09-21,1,279.0
14984,19,Estándar,1273.4,Argentina,Documental,2025-09-20,0,280.0
16396,48,Básico,541.9,México,Comedia,2025-09-20,0,280.0
12475,27,Básico,327.6,Chile,Romance,2025-09-19,0,281.0
14882,24,Estándar,938.2,Chile,Romance,2025-09-19,0,281.0
16937,31,Estándar,720.2,Colombia,Documental,2025-09-19,0,281.0
15778,48,Estándar,929.2,Argentina,Comedia,2025-09-18,1,282.0
16253,31,Básico,447.2,Colombia,Documental,2025-09-18,1,282.0
16968,20,Básico,212.7,Uruguay,Comedia,2025-09-18,0,282.0
10608,13,Premium,1265.9,Colombia,Documental,2025-09-17,2,283.0
13347,19,Básico,698.4,Chile,Romance,2025-09-17,0,283.0
10408,36,Estándar,758.9,Chile,Drama,2025-09-16,0,284.0
16933,38,Estándar,1442.0,México,Crimen,2025-09-16,0,284.0
14297,40,Estándar,906.3,Perú,Comedia,2025-09-15,0,285.0
14411,49,Básico,768.8,Chile,Romance,2025-09-15,0,285.0
17336,24,Estándar,565.8,Perú,Romance,2025-09-15,2,285.0
10524,24,Estándar,654.9,Brasil,Documental,2025-09-14,1,286.0
14796,41,Estándar,1180.0,Perú,Drama,2025-09-14,1,286.0
13729,15,Básico,749.5,México,Acción,2025-09-13,2,287.0
15158,31,Estándar,1115.2,Brasil,Romance,2025-09-13,1,287.0
10937,37,Básico,856.5,México,Documental,2025-09-12,1,288.0
14673,42,Premium,713.1,Chile,Documental,2025-09-12,1,288.0
16020,33,Básico,627.8,Chile,Romance,2025-09-12,0,288.0
16870,53,Estándar,1327.9,Brasil,Comedia,2025-09-12,0,288.0
11501,29,Estándar,491.2,Perú,Thriller,2025-09-11,0,289.0
12699,34,Básico,1267.1,Argentina,Thriller,2025-09-11,0,289.0
14026,24,Básico,436.7,Chile,Documental,2025-09-11,0,289.0
15365,20,Básico,604.1,Argentina,Comedia,2025-09-11,1,289.0
11298,51,Estándar,766.8,Colombia,Documental,2025-09-10,0,290.0
